src,dst,volume,path_nodes
10044,10177,34.25803240171498,"[10044, 15185, 10177]"
10044,10177,247.09923152051715,"[10044, 19971, 10177]"
10044,10177,4.92256222236175,"[10044, 13665, 10177]"
10044,10177,13.720173855406111,"[10044, 16339, 10177]"
10044,10326,1.0,"[10044, 16339, 10326]"
10044,10963,180.0,"[10044, 10963]"
10044,10963,4.0,"[10044, 16193, 10963]"
10044,11163,300.0,"[10044, 11163]"
10044,11189,255.44817379801893,"[10044, 11189]"
10044,11189,19.26114757632595,"[10044, 14425, 11189]"
10044,11189,15.290678625655058,"[10044, 11147, 11189]"
10044,11209,1.0,"[10044, 12868, 11209]"
10044,11261,59.0,"[10044, 11261]"
10044,11466,272.25245236257314,"[10044, 11466]"
10044,11466,27.747547637426873,"[10044, 16855, 11466]"
10044,11561,0.05225765025745241,"[10044, 11561]"
10044,11561,0.9477423497425476,"[10044, 12616, 11561]"
10044,12205,0.3972591579669829,"[10044, 11147, 12205]"
10044,12205,0.6024883486609681,"[10044, 13665, 12205]"
10044,12355,1.0,"[10044, 11147, 12355]"
10044,12616,163.0,"[10044, 12616]"
10044,12633,264.7532035533412,"[10044, 15185, 12633]"
10044,12633,35.24679644665879,"[10044, 16339, 12633]"
10044,12868,70.0,"[10044, 12868]"
10044,13165,0.3415369204003625,"[10044, 16855, 13165]"
10044,13165,0.6584630795996376,"[10044, 16028, 13165]"
10044,13417,300.0,"[10044, 13417]"
10044,13563,0.04604834477653148,"[10044, 15651, 13563]"
10044,13563,0.9539516552234685,"[10044, 14425, 13563]"
10044,13665,256.0,"[10044, 13665]"
10044,13917,0.0099052540913006,"[10044, 14425, 13917]"
10044,13917,0.9900947459086994,"[10044, 11147, 13917]"
10044,14234,90.0,"[10044, 14234]"
10044,14234,7.0,"[10044, 16193, 14234]"
10044,14358,1.0,"[10044, 11561, 14358]"
10044,14519,122.0,"[10044, 14519]"
10044,15185,300.0,"[10044, 15185]"
10044,15651,300.0,"[10044, 15651]"
10044,15848,1.0,"[10044, 15651, 15848]"
10044,16028,0.01884617135908679,"[10044, 16028]"
10044,16028,0.9811538286409132,"[10044, 12616, 16028]"
10044,16108,6.149372984304829,"[10044, 16108]"
10044,16108,24.85062701569517,"[10044, 15651, 16108]"
10044,16236,300.0,"[10044, 16236]"
10044,16339,300.0,"[10044, 16339]"
10044,16855,0.3415369204003625,"[10044, 16855]"
10044,16855,0.6584630795996376,"[10044, 12616, 16855]"
10044,16887,0.5563376683464867,"[10044, 16193, 16887]"
10044,16887,0.4436623316535133,"[10044, 11561, 16887]"
10044,17282,1.0,"[10044, 12868, 17282]"
10044,17464,30.186240635018464,"[10044, 19971, 17464]"
10044,17464,26.58001623235177,"[10044, 11163, 17464]"
10044,17464,74.79008080097627,"[10044, 15686, 17464]"
10044,17464,168.4436623316535,"[10044, 16193, 17464]"
10044,17504,1.0,"[10044, 15651, 17504]"
10044,17522,0.12017124464548307,"[10044, 17522]"
10044,17522,0.879828755354517,"[10044, 12616, 17522]"
10044,17752,1.0,"[10044, 15651, 17752]"
10044,18448,270.0,"[10044, 18448]"
10044,18448,11.0,"[10044, 15651, 18448]"
10044,18827,0.8013704210165085,"[10044, 11261, 18827]"
10044,18827,0.19862957898349146,"[10044, 11147, 18827]"
10044,19134,173.0,"[10044, 19134]"
10044,19143,300.0,"[10044, 19143]"
10044,19300,180.0,"[10044, 19300]"
10044,19300,6.0,"[10044, 12868, 19300]"
10044,19846,0.8295454545456777,"[10044, 11561, 19846]"
10044,19846,0.17045454545432223,"[10044, 15651, 19846]"
10044,19971,300.0,"[10044, 19971]"
10177,18448,0.34444444444443423,"[10177, 18448]"
10177,18448,0.6555555555555658,"[10177, 12205, 18448]"
10269,12352,300.0,"[10269, 12352]"
10301,12205,0.18572935409417352,"[10301, 12205]"
10301,12205,0.8142706459058264,"[10301, 10901, 12205]"
10301,12352,300.0,"[10301, 12352]"
10301,12868,1.0,"[10301, 12352, 12868]"
10301,13417,1.0,"[10301, 19915, 13417]"
10301,15008,90.00385093761959,"[10301, 15008]"
10301,15008,22.99614906238041,"[10301, 12352, 15008]"
10301,16236,1.0,"[10301, 15948, 16236]"
10316,10916,300.0,"[10316, 10916]"
10316,12205,1.0,"[10316, 13555, 12205]"
10316,12652,300.0,"[10316, 12652]"
10316,12868,1.0,"[10316, 10916, 12868]"
10316,13417,300.0,"[10316, 13417]"
10316,14519,1.0,"[10316, 12652, 14519]"
10316,15008,300.0,"[10316, 15008]"
10316,16855,1.0,"[10316, 13555, 16855]"
10316,18827,300.0,"[10316, 18827]"
10326,10916,262.0,"[10326, 10916]"
10326,10916,38.0,"[10326, 16887, 10916]"
10326,12633,0.303584362139917,"[10326, 12633]"
10326,12633,0.696415637860083,"[10326, 14257, 12633]"
10326,12652,300.0,"[10326, 12652]"
10326,13563,179.99999999999994,"[10326, 13563]"
10326,13563,32.00000000000007,"[10326, 16887, 13563]"
10326,14257,128.9809917695474,"[10326, 14257]"
10326,14257,27.019008230452613,"[10326, 12633, 14257]"
10326,18448,30.655555555555566,"[10326, 10177, 18448]"
10326,18448,142.34444444444443,"[10326, 14257, 18448]"
10375,11189,1.0,"[10375, 11189]"
10375,12205,300.0,"[10375, 12205]"
10375,12352,1.0,"[10375, 12205, 12352]"
10375,12868,1.0,"[10375, 14519, 12868]"
10375,13417,229.0,"[10375, 13417]"
10375,14519,159.0,"[10375, 14519]"
10375,15008,0.011764705882352941,"[10375, 14519, 15008]"
10375,15008,0.9882352941176471,"[10375, 16236, 15008]"
10375,16236,300.0,"[10375, 16236]"
10568,10705,1.0,"[10568, 18441, 10705]"
10568,10748,0.023255813953488372,"[10568, 18441, 10748]"
10568,10748,0.9767441860465116,"[10568, 13555, 10748]"
10568,10796,300.0,"[10568, 10796]"
10568,10901,1.0,"[10568, 11147, 10901]"
10568,10916,269.95348837209303,"[10568, 10916]"
10568,10916,0.046511627906984016,"[10568, 15651, 10916]"
10568,11147,73.0,"[10568, 11147]"
10568,11200,1.0,"[10568, 18441, 11200]"
10568,11209,263.0,"[10568, 11209]"
10568,11853,168.0,"[10568, 11853]"
10568,12205,145.0,"[10568, 12205]"
10568,12652,244.0,"[10568, 12652]"
10568,12746,300.0,"[10568, 12746]"
10568,12868,56.0,"[10568, 12868]"
10568,12940,1.0,"[10568, 11147, 12940]"
10568,13073,300.0,"[10568, 13073]"
10568,13170,300.0,"[10568, 13170]"
10568,13237,300.0,"[10568, 13237]"
10568,13417,230.0,"[10568, 13417]"
10568,13555,300.0,"[10568, 13555]"
10568,13840,229.0,"[10568, 13840]"
10568,14053,300.0,"[10568, 14053]"
10568,14425,90.0,"[10568, 14425]"
10568,14425,13.815789473684216,"[10568, 10796, 14425]"
10568,14425,0.1842105263157846,"[10568, 13840, 14425]"
10568,14519,270.0,"[10568, 14519]"
10568,14519,4.0,"[10568, 13555, 14519]"
10568,15008,0.9767441860465116,"[10568, 13555, 15008]"
10568,15008,0.023255813953488372,"[10568, 18441, 15008]"
10568,15241,1.0,"[10568, 19500, 15241]"
10568,15891,300.0,"[10568, 15891]"
10568,15976,196.92323854881636,"[10568, 15976]"
10568,15976,36.07676145118364,"[10568, 12355, 15976]"
10568,16683,1.0,"[10568, 13555, 16683]"
10568,16855,1.0,"[10568, 13555, 16855]"
10568,17223,300.0,"[10568, 17223]"
10568,17282,300.0,"[10568, 17282]"
10568,17781,1.0,"[10568, 17781]"
10568,18110,1.0,"[10568, 13555, 18110]"
10568,18219,56.0,"[10568, 18219]"
10568,18411,300.0,"[10568, 18411]"
10568,18542,0.023255813953488372,"[10568, 18441, 18542]"
10568,18542,0.9767441860465116,"[10568, 13555, 18542]"
10568,18812,300.0,"[10568, 18812]"
10568,18827,300.0,"[10568, 18827]"
10568,19239,1.0000000000002252,"[10568, 13555, 19239]"
10568,19300,0.9767441860465116,"[10568, 13237, 19300]"
10568,19300,0.023255813953488372,"[10568, 18441, 19300]"
10568,19500,300.0,"[10568, 19500]"
10568,19880,180.0,"[10568, 19880]"
10568,19880,1.0,"[10568, 15976, 19880]"
10657,11209,300.0,"[10657, 11209]"
10657,12652,300.0,"[10657, 12652]"
10657,12868,166.0,"[10657, 12868]"
