src,dst,volume,path_nodes
10044,10178,300.0,"[10044, 10178]"
10044,10270,1.0,"[10044, 10303, 10270]"
10044,10327,1.0,"[10044, 17784, 10327]"
10044,10376,270.000000000002,"[10044, 10376]"
10044,10376,29.999999999998025,"[10044, 10659, 10376]"
10044,10570,270.0,"[10044, 10570]"
10044,10570,30.0,"[10044, 19185, 10570]"
10044,10659,74.0,"[10044, 10659]"
10044,10708,269.99999999999994,"[10044, 10708]"
10044,10708,30.000000000000032,"[10044, 15286, 10708]"
10044,10751,1.0,"[10044, 16262, 10751]"
10044,10904,21.0,"[10044, 10904]"
10044,11117,1.0,"[10044, 18863, 11117]"
10044,11168,270.0,"[10044, 11168]"
10044,11168,30.0,"[10044, 11214, 11168]"
10044,11214,300.0,"[10044, 11214]"
10044,11472,1.0,"[10044, 13578, 11472]"
10044,11568,158.0,"[10044, 11568]"
10044,11861,300.0,"[10044, 11861]"
10044,12214,89.99999999999999,"[10044, 12214]"
10044,12214,30.000000000000014,"[10044, 15916, 12214]"
10044,12280,1.0,"[10044, 14444, 12280]"
10044,12627,76.0,"[10044, 12627]"
10044,12663,148.0,"[10044, 12663]"
10044,12952,1.0,"[10044, 19539, 12952]"
10044,12985,112.0,"[10044, 12985]"
10044,13101,1.0,"[10044, 18863, 13101]"
10044,13179,300.0,"[10044, 13179]"
10044,13183,300.0,"[10044, 13183]"
10044,13250,1.0,"[10044, 11861, 13250]"
10044,13431,9.0,"[10044, 13431]"
10044,13474,300.0000000000074,"[10044, 13474]"
10044,13503,1.0,"[10044, 13503]"
10044,13523,22.466915191035447,"[10044, 12663, 13523]"
10044,13523,9.533084808964551,"[10044, 18863, 13523]"
10044,13570,300.0,"[10044, 13570]"
10044,13578,300.0000000000037,"[10044, 13578]"
10044,13651,1.0,"[10044, 19185, 13651]"
10044,13856,1.0000000000176588,"[10044, 13474, 13856]"
10044,14005,262.0,"[10044, 14005]"
10044,14070,2.6063841421337184,"[10044, 12663, 14070]"
10044,14070,5.393615857866282,"[10044, 17784, 14070]"
10044,14076,1.0,"[10044, 10303, 14076]"
10044,14252,1.0,"[10044, 17784, 14252]"
10044,14376,270.0,"[10044, 14376]"
10044,14376,16.486204744142164,"[10044, 11861, 14376]"
10044,14376,13.513795255857836,"[10044, 11214, 14376]"
10044,14444,300.0,"[10044, 14444]"
10044,14724,0.0171157318586674,"[10044, 14724]"
10044,14724,0.9828842681413326,"[10044, 13570, 14724]"
10044,15028,1.0,"[10044, 13179, 15028]"
10044,15204,90.0,"[10044, 15204]"
10044,15204,30.010012944430724,"[10044, 19539, 15204]"
10044,15204,5.0,"[10044, 19180, 15204]"
10044,15204,85.9899870555672,"[10044, 10178, 15204]"
10044,15204,12.999999999999979,"[10044, 18863, 15204]"
10044,15204,76.00000000000198,"[10044, 10659, 15204]"
10044,15206,1.0,"[10044, 13570, 15206]"
10044,15262,1.0,"[10044, 13179, 15262]"
10044,15286,285.50000000003365,"[10044, 15286]"
10044,15286,14.499999999966345,"[10044, 13570, 15286]"
10044,15401,1.0,"[10044, 18863, 15401]"
10044,15506,300.0,"[10044, 15506]"
10044,15747,1.0,"[10044, 19185, 15747]"
10044,15916,300.0,"[10044, 15916]"
10044,15973,1.0,"[10044, 10303, 15973]"
10044,16133,90.0,"[10044, 16133]"
10044,16133,3.9626207234833917,"[10044, 13474, 16133]"
10044,16133,3.5511745323744606,"[10044, 11461, 16133]"
10044,16133,15.486204744142164,"[10044, 11214, 16133]"
10044,16219,124.0,"[10044, 16219]"
10044,16262,300.00000000001586,"[10044, 16262]"
10044,16366,72.0,"[10044, 16366]"
10044,16916,270.0,"[10044, 16916]"
10044,16916,29.999999999999986,"[10044, 15916, 16916]"
10044,16991,1.0,"[10044, 14444, 16991]"
10044,17312,28.0,"[10044, 19185, 17312]"
10044,17495,1.0,"[10044, 15286, 17495]"
10044,17535,1.0,"[10044, 13431, 17535]"
10044,17770,1.0,"[10044, 11861, 17770]"
10044,17784,42.0,"[10044, 17784]"
10044,17822,300.0,"[10044, 17822]"
10044,18144,1.0,"[10044, 10303, 18144]"
10044,18182,180.0,"[10044, 18182]"
10044,18182,55.0,"[10044, 13578, 18182]"
10044,18446,0.9475901504942736,"[10044, 14005, 18446]"
10044,18446,0.0171157318586674,"[10044, 14724, 18446]"
10044,18446,0.03529411764705881,"[10044, 13570, 18446]"
10044,18476,0.01202886928628709,"[10044, 12663, 18476]"
10044,18476,0.9879711307137129,"[10044, 17784, 18476]"
10044,18577,1.5061844035627312,"[10044, 14724, 18577]"
10044,18577,6.914671797543097,"[10044, 12663, 18577]"
10044,18577,32.57914379889417,"[10044, 18863, 18577]"
10044,18849,0.11222860784180566,"[10044, 15506, 18849]"
10044,18849,0.8877713921581943,"[10044, 18863, 18849]"
10044,18863,300.0,"[10044, 18863]"
10044,18978,180.0,"[10044, 18978]"
10044,18978,33.99999999999999,"[10044, 13474, 18978]"
10044,19171,4.0,"[10044, 16262, 19171]"
10044,19180,1.0,"[10044, 19180]"
10044,19185,300.00000000001313,"[10044, 19185]"
10044,19311,1.0,"[10044, 18863, 19311]"
10044,19338,1.0,"[10044, 13474, 19338]"
10044,19469,1.0,"[10044, 10303, 19469]"
10044,19539,229.0,"[10044, 19539]"
10044,19542,1.0,"[10044, 10303, 19542]"
10044,19956,1.0,"[10044, 11214, 19956]"
10178,10270,300.0,"[10178, 10270]"
10178,12985,300.0,"[10178, 12985]"
10178,15872,0.011235955056179775,"[10178, 14724, 15872]"
10178,15872,0.9887640449438203,"[10178, 12985, 15872]"
10178,15973,300.0,"[10178, 15973]"
10178,16219,1.0,"[10178, 14724, 16219]"
10178,19921,176.0,"[10178, 19921]"
10270,10044,209.0,"[10270, 10044]"
10270,10178,159.0,"[10270, 10178]"
10270,10327,300.0,"[10270, 10327]"
10270,10376,300.0,"[10270, 10376]"
10270,10570,90.0,"[10270, 10570]"
10270,10570,7.000000000000005,"[10270, 13651, 10570]"
10270,10659,270.99999999998994,"[10270, 10659]"
10270,10659,10.94062438988268,"[10270, 13570, 10659]"
10270,10659,10.02489285150667,"[10270, 11568, 10659]"
10270,10659,8.034482758620703,"[10270, 18863, 10659]"
10270,10708,43.0,"[10270, 13651, 10708]"
10270,10751,16.0,"[10270, 16991, 10751]"
10270,10751,10.0,"[10270, 13101, 10751]"
10270,10904,300.0,"[10270, 10904]"
10270,11117,1.0,"[10270, 18863, 11117]"
10270,11168,1.0,"[10270, 10327, 11168]"
10270,11214,1.0,"[10270, 10659, 11214]"
10270,11472,270.0,"[10270, 11472]"
10270,11472,30.0,"[10270, 10327, 11472]"
10270,11568,300.0,"[10270, 11568]"
10270,11861,299.49999999999994,"[10270, 11861]"
10270,11861,0.5000000000000585,"[10270, 18863, 11861]"
10270,12214,1.0,"[10270, 19311, 12214]"
10270,12280,299.9999999999836,"[10270, 12280]"
10270,12379,1.0,"[10270, 17535, 12379]"
10270,12627,300.0,"[10270, 12627]"
10270,12663,1.0,"[10270, 17784, 12663]"
10270,12952,24.000000000000007,"[10270, 19469, 12952]"
10270,12952,110.10684946769314,"[10270, 18577, 12952]"
10270,12952,37.14087320940065,"[10270, 10376, 12952]"
10270,12952,46.645668159976125,"[10270, 16916, 12952]"
10270,12952,82.10660916293008,"[10270, 18144, 12952]"
10270,12985,300.0,"[10270, 12985]"
10270,13101,260.0,"[10270, 13101]"
10270,13179,8.0,"[10270, 13179]"
10270,13183,270.0,"[10270, 13183]"
10270,13183,16.000000000000007,"[10270, 14252, 13183]"
10270,13183,13.999999999999993,"[10270, 18849, 13183]"
10270,13250,265.7757582550636,"[10270, 13250]"
10270,13250,3.9999999999959783,"[10270, 16991, 13250]"
10270,13250,15.00000000003816,"[10270, 11568, 13250]"
10270,13250,15.22424174490233,"[10270, 15401, 13250]"
10270,13431,1.0,"[10270, 17495, 13431]"
10270,13474,50.0,"[10270, 13474]"
10270,13503,0.9770114942528736,"[10270, 14724, 13503]"
10270,13503,0.022988505747126423,"[10270, 10303, 13503]"
10270,13523,282.5330848089646,"[10270, 13523]"
10270,13523,3.4669151910354357,"[10270, 18863, 13523]"
10270,13570,259.0,"[10270, 13570]"
10270,13578,269.9999999999799,"[10270, 13578]"
10270,13578,30.000000000020147,"[10270, 18863, 13578]"
10270,13651,299.99999999998056,"[10270, 13651]"
10270,13856,90.0,"[10270, 13856]"
10270,13856,7.000000000000005,"[10270, 16991, 13856]"
10270,14005,300.0,"[10270, 14005]"
10270,14070,1.0,"[10270, 17495, 14070]"
10270,14076,1.0,"[10270, 19311, 14076]"
10270,14252,163.0,"[10270, 14252]"
10270,14376,1.0,"[10270, 11861, 14376]"
10270,14444,1.0,"[10270, 13570, 14444]"
10270,14724,300.0,"[10270, 14724]"
10270,15028,114.37536648656463,"[10270, 13179, 15028]"
10270,15028,60.000000000083105,"[10270, 10904, 15028]"
10270,15028,67.65911627189116,"[10270, 18476, 15028]"
10270,15028,57.96551724146111,"[10270, 13523, 15028]"
10270,15204,1.0,"[10270, 10659, 15204]"
10270,15206,98.0,"[10270, 15206]"
10270,15262,1.0,"[10270, 16916, 15262]"
10270,15286,0.5149648253134579,"[10270, 13570, 15286]"
10270,15286,0.4850351746865421,"[10270, 14724, 15286]"
10270,15401,252.0,"[10270, 15401]"
10270,15506,300.0,"[10270, 15506]"
10270,15747,287.0,"[10270, 15747]"
10270,15916,269.99999999999795,"[10270, 15916]"
10270,15916,19.99999999998206,"[10270, 19311, 15916]"
10270,15916,10.000000000019986,"[10270, 13651, 15916]"
10270,15973,300.0,"[10270, 15973]"
10270,16133,1.0,"[10270, 18849, 16133]"
10270,16219,300.0,"[10270, 16219]"
10270,16262,1.0,"[10270, 16991, 16262]"
10270,16366,269.9999999999982,"[10270, 16366]"
10270,16366,17.653695454060056,"[10270, 15206, 16366]"
10270,16366,8.346304545941669,"[10270, 16991, 16366]"
10270,16366,4.000000000000086,"[10270, 18863, 16366]"
10270,16916,300.0,"[10270, 16916]"
10270,16991,300.0,"[10270, 16991]"
10270,17312,1.0,"[10270, 17535, 17312]"
10270,17495,128.99999999998798,"[10270, 17495]"
10270,17535,32.0,"[10270, 17535]"
10270,17770,39.89315053230687,"[10270, 18577, 17770]"
10270,17770,22.859126790599348,"[10270, 10376, 17770]"
10270,17770,58.0,"[10270, 11861, 17770]"
10270,17770,30.88476608434313,"[10270, 15206, 17770]"
10270,17770,51.36435454244762,"[10270, 12280, 17770]"
10270,17770,72.99999999999999,"[10270, 15747, 17770]"
10270,17770,19.99999999999997,"[10270, 16991, 17770]"
10270,17770,3.998602050303068,"[10270, 18863, 17770]"
10270,17784,0.011235955056179775,"[10270, 17784]"
10270,17784,0.011494252873563218,"[10270, 10303, 17784]"
10270,17784,0.977269792070257,"[10270, 19311, 17784]"
10270,17822,300.0,"[10270, 17822]"
10270,18144,1.0,"[10270, 18144]"
10270,18182,1.0,"[10270, 10327, 18182]"
10270,18446,1.0,"[10270, 19311, 18446]"
10270,18476,287.0,"[10270, 18476]"
10270,18577,300.0,"[10270, 18577]"
10270,18849,240.0,"[10270, 18849]"
10270,18863,297.0,"[10270, 18863]"
10270,18978,0.30832986241314586,"[10270, 15401, 18978]"
10270,18978,0.6916701375868541,"[10270, 16991, 18978]"
10270,19171,1.0,"[10270, 14252, 19171]"
10270,19180,300.0,"[10270, 19180]"
10270,19185,1.0,"[10270, 19311, 19185]"
10270,19311,1.0,"[10270, 19311]"
10270,19338,90.00000000000327,"[10270, 19338]"
10270,19338,39.99999999999999,"[10270, 13474, 19338]"
10270,19338,3.5325716073121782,"[10270, 14005, 19338]"
10270,19338,2.467428392684557,"[10270, 15401, 19338]"
10270,19469,66.0,"[10270, 19469]"
10270,19539,1.0,"[10270, 19311, 19539]"
10270,19542,1.0,"[10270, 10303, 19542]"
10270,19956,1.0,"[10270, 19311, 19956]"
10303,10044,300.0,"[10303, 10044]"
10303,10178,1.0,"[10303, 10178]"
10303,10270,225.0,"[10303, 10270]"
10303,10327,1.0,"[10303, 17784, 10327]"
10303,10376,1.0,"[10303, 19180, 10376]"
10303,10570,1.0,"[10303, 16219, 10570]"
10303,10659,28.0,"[10303, 13503, 10659]"
10303,10708,1.0,"[10303, 19921, 10708]"
10303,10751,79.6056164094741,"[10303, 14076, 10751]"
10303,10751,122.92131165672936,"[10303, 19542, 10751]"
10303,10751,35.60972427403917,"[10303, 19921, 10751]"
10303,10751,1.863347659757281,"[10303, 15973, 10751]"
10303,10751,59.99999999999996,"[10303, 19180, 10751]"
10303,10904,1.0,"[10303, 15973, 10904]"
10303,11117,1.0,"[10303, 13503, 11117]"
10303,11168,139.5239884031297,"[10303, 14076, 11168]"
10303,11168,15.956040627766237,"[10303, 18144, 11168]"
10303,11168,61.0,"[10303, 15973, 11168]"
10303,11168,24.519970969104183,"[10303, 19180, 11168]"
10303,11168,58.999999999999886,"[10303, 16219, 11168]"
10303,11214,42.68234200334226,"[10303, 11461, 11214]"
10303,11214,1.3176579966577435,"[10303, 19180, 11214]"
10303,11472,135.95438131908764,"[10303, 15872, 11472]"
10303,11472,72.31146511597603,"[10303, 17822, 11472]"
10303,11472,44.734153564936314,"[10303, 13503, 11472]"
10303,11568,31.220630249302772,"[10303, 15973, 11568]"
10303,11568,15.000000000038185,"[10303, 19921, 11568]"
10303,11568,34.975107148455166,"[10303, 10270, 11568]"
10303,11568,36.694689242139724,"[10303, 14724, 11568]"
10303,11568,21.999999999999993,"[10303, 10044, 11568]"
10303,11568,53.887592733771235,"[10303, 12985, 11568]"
10303,11568,17.22198062629331,"[10303, 14005, 11568]"
10303,11568,88.0,"[10303, 12627, 11568]"
10303,11568,0.9999999999999709,"[10303, 16991, 11568]"
10303,11861,60.000000000033104,"[10303, 11461, 11861]"
10303,11861,41.513795255857836,"[10303, 10044, 11861]"
10303,11861,40.48620474410905,"[10303, 16219, 11861]"
10303,11861,13.999999999999993,"[10303, 14444, 11861]"
10303,12214,8.0,"[10303, 17784, 12214]"
10303,12280,12.477845197774867,"[10303, 14724, 12280]"
10303,12280,6.522154802239081,"[10303, 12985, 12280]"
10303,12280,8.635645457568794,"[10303, 10270, 12280]"
10303,12280,28.00000000000614,"[10303, 12627, 12280]"
10303,12280,8.36435454241112,"[10303, 15872, 12280]"
10303,12627,1.0,"[10303, 12627]"
10303,12663,180.0,"[10303, 12663]"
10303,12663,4.000000000000024,"[10303, 17784, 12663]"
10303,12952,1.0,"[10303, 18144, 12952]"
10303,13101,1.0,"[10303, 12627, 13101]"
10303,13179,1.0,"[10303, 17784, 13179]"
10303,13183,58.00000000000361,"[10303, 11461, 13183]"
10303,13183,71.05132495947461,"[10303, 12985, 13183]"
10303,13183,11.972198162703776,"[10303, 15973, 13183]"
10303,13183,60.00000000003736,"[10303, 10044, 13183]"
10303,13183,60.0,"[10303, 16219, 13183]"
10303,13183,37.9764768778364,"[10303, 17784, 13183]"
